GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000129535	14	24549316	24584223	50	13	305495	0.32892	0.37111	NRL
ENSG00000100889	14	24563262	24579807	23	8	305495	0.348	0.36392	PCK2
ENSG00000100897	14	24583404	24594451	21	4	305495	2.3875	0.0084826	DCAF11
ENSG00000259371	14	24590560	24601038	21	2	305495	2.4803	0.0065635	RP11-468E2.6
ENSG00000139914	14	24600484	24602058	1	1	305495	2.5508	0.0053745	FITM1
ENSG00000092010	14	24605367	24608176	5	1	305495	1.4005	0.080686	PSME1
ENSG00000100908	14	24608174	24610797	4	2	305495	1.8642	0.031148	EMC9
ENSG00000100911	14	24612574	24616779	5	3	305495	1.7799	0.037543	PSME2
ENSG00000092098	14	24615892	24629870	16	6	305495	-0.029143	0.51162	RNF31
ENSG00000259529	14	24620427	24636611	22	6	305495	-0.38313	0.64919	RP11-468E2.4
ENSG00000213928	14	24630262	24635774	6	3	305495	-0.10194	0.5406	IRF9
ENSG00000100918	14	24641062	24649463	15	4	305495	0.36646	0.35701	REC8
ENSG00000196497	14	24649425	24658170	19	6	305495	0.14563	0.44211	IPO4
ENSG00000259522	14	24649601	24659622	20	6	305495	0.13758	0.44529	RP11-468E2.2
ENSG00000100926	14	24658349	24682679	71	12	305495	2.2643	0.011779	TM9SF1
ENSG00000254692	14	24658363	24682679	71	12	305495	2.2643	0.011779	TM9SF1
ENSG00000139908	14	24674903	24677568	2	1	305495	2.1172	0.017123	TSSK4
ENSG00000254505	14	24678789	24683075	9	5	305495	0.68718	0.24598	CHMP4A
ENSG00000213920	14	24683143	24685276	5	3	305495	1.6751	0.046955	MDP1
ENSG00000255526	14	24683161	24701558	34	10	305495	1.2507	0.10551	NEDD8-MDP1
ENSG00000129559	14	24686058	24701660	29	9	305495	1.1022	0.1352	NEDD8
ENSG00000100938	14	24701628	24708448	7	3	305495	0.66212	0.25395	GMPR2
ENSG00000092295	14	24718320	24733638	35	12	305495	1.1103	0.13344	TGM1
ENSG00000100949	14	24734744	24740945	21	4	305495	-0.34316	0.63426	RABGGTA
ENSG00000157379	14	24759804	24769039	26	5	305495	-0.82817	0.79621	DHRS1
ENSG00000196943	14	24769068	24778330	26	6	305495	-0.86106	0.8054	NOP9
ENSG00000136305	14	24774302	24780636	14	4	305495	-0.8105	0.79117	CIDEB
ENSG00000213906	14	24774940	24781259	13	4	305495	-0.75609	0.7752	LTB4R2
ENSG00000272658	14	24778161	24781252	3	1	305495	-0.36544	0.64261	LTB4R2
ENSG00000213903	14	24780656	24787242	10	3	305495	-1.1826	0.88152	LTB4R
ENSG00000129467	14	24787555	24804299	58	11	305495	-1.1318	0.87114	ADCY4
ENSG00000258973	14	24801516	24806588	17	4	305495	-1.0306	0.84863	RP11-934B9.3
ENSG00000129465	14	24805227	24809251	16	2	305495	-0.47656	0.68316	RIPK3
ENSG00000100968	14	24834879	24848810	36	8	305495	-0.04773	0.51903	NFATC4
ENSG00000205978	14	24867992	24888494	54	13	305495	-0.41164	0.6597	NYNRIN
ENSG00000139899	14	24895738	24900160	22	6	305495	-0.10011	0.53987	CBLN3
ENSG00000100441	14	24898492	24910540	64	9	305495	0.73679	0.23062	KHNYN
ENSG00000100445	14	24908972	24912111	20	2	305495	0.69873	0.24236	SDR39U1
ENSG00000258744	14	24970800	24977894	22	6	305495	-1.8692	0.9692	RP11-80A15.1
ENSG00000092009	14	24974559	24977471	9	3	305495	-1.3451	0.9107	CMA1
ENSG00000100448	14	25042728	25045466	6	2	305495	-0.6296	0.73552	CTSG
ENSG00000100450	14	25075686	25078905	4	2	305495	-1.3832	0.9167	GZMH
ENSG00000100453	14	25100160	25103473	16	2	305495	0.49021	0.31199	GZMB
ENSG00000168952	14	25278862	25519503	786	60	305495	1.5258	0.063527	STXBP6
ENSG00000139910	14	26912299	27066960	265	11	305495	-0.80656	0.79004	NOVA1
ENSG00000176165	14	29235050	29238870	2	1	305495	-0.32778	0.62846	FOXG1
ENSG00000186960	14	29241910	29282493	47	14	305495	1.2569	0.10439	C14orf23
ENSG00000184304	14	30045687	30661104	1549	125	305495	0.31159	0.37768	PRKD1
ENSG00000092140	14	31028329	31089269	151	23	305495	-1.8038	0.96437	G2E3
ENSG00000092108	14	31091318	31205018	307	23	305495	-1.9748	0.97585	SCFD1
ENSG00000100473	14	31343720	31364271	43	12	305495	-0.60673	0.72799	COCH
ENSG00000196792	14	31363005	31495607	348	23	305495	0.28512	0.38778	STRN3
ENSG00000100478	14	31494312	31562818	172	23	305495	1.2013	0.11481	AP4S1
ENSG00000092148	14	31569318	31677010	132	11	305495	0.95546	0.16967	HECTD1
ENSG00000129493	14	31760994	31889788	203	16	305495	1.1145	0.13254	HEATR5A
ENSG00000203546	14	31803518	31926647	227	16	305495	1.6718	0.047281	RP11-176H8.1
ENSG00000129480	14	31915242	31926716	26	4	305495	1.9704	0.024394	DTD2
ENSG00000151413	14	31959162	32330430	1385	36	305495	2.1621	0.015307	NUBPL
ENSG00000258474	14	32414059	32419588	35	5	305495	0.46802	0.31989	RP11-187E13.1
ENSG00000258386	14	32476108	32487891	18	5	305495	1.3275	0.092172	RP11-187E13.2
ENSG00000100852	14	32545320	32628934	63	26	305495	0.22334	0.41164	ARHGAP5
ENSG00000151320	14	32798479	33300567	1512	144	305495	-0.10851	0.5432	AKAP6
ENSG00000151322	14	33404139	34273382	2694	299	305495	2.0369	0.020832	NPAS3
ENSG00000129521	14	34393437	34931980	1867	194	305495	-0.662	0.74601	EGLN3
ENSG00000165389	14	34901995	34931562	103	8	305495	0.1578	0.43731	SPTSSA
ENSG00000129518	14	34985135	35008916	81	9	305495	-0.35914	0.64026	EAPP
ENSG00000129515	14	35030300	35099389	179	14	305495	-0.29311	0.61528	SNX6
ENSG00000165410	14	35179593	35184029	14	4	305495	0.47905	0.31595	CFL2
ENSG00000198604	14	35221937	35344853	426	31	305495	0.68239	0.2475	BAZ1A
ENSG00000100883	14	35451163	35498773	210	17	305495	1.2438	0.10679	SRP54
ENSG00000151327	14	35514113	35582336	275	25	305495	1.5755	0.057571	FAM177A1
ENSG00000092020	14	35554673	35591723	154	18	305495	1.5965	0.055185	PPP2R3C
ENSG00000100890	14	35591052	35743271	533	25	305495	1.4288	0.076534	KIAA0391
ENSG00000258790	14	35591755	35786680	680	28	305495	1.3891	0.082398	KIAA0391
ENSG00000100902	14	35747839	35786699	134	15	305495	1.1497	0.12513	PSMA6
ENSG00000100906	14	35870717	35873955	15	6	305495	-0.84064	0.79972	NFKBIA
ENSG00000168348	14	36003248	36006260	2	1	305495	-0.51583	0.69701	INSM2
ENSG00000174373	14	36007558	36278510	378	19	305495	0.30312	0.3809	RALGAPA1
ENSG00000100916	14	36295524	36401531	184	22	305495	1.481	0.069309	BRMS1L
ENSG00000151332	14	36767770	36789882	39	5	305495	-0.65221	0.74287	MBIP
ENSG00000229415	14	36942493	36983034	61	11	305495	1.1451	0.12609	SFTA3
ENSG00000136352	14	36985602	36990354	5	2	305495	-0.11565	0.54604	NKX2-1
ENSG00000136327	14	37049784	37051812	3	1	305495	-1.1108	0.86667	NKX2-8
ENSG00000198807	14	37126773	37148920	71	12	305495	-0.65979	0.74531	PAX9
ENSG00000183032	14	37147636	37642071	1494	116	305495	0.11536	0.45408	SLC25A21
ENSG00000258708	14	37641093	37643016	5	2	305495	0.18216	0.42773	SLC25A21-AS1
ENSG00000151338	14	37667118	38021566	763	24	305495	0.35606	0.3609	MIPOL1
ENSG00000129514	14	38059189	38069245	23	6	305495	0.41567	0.33882	FOXA1
ENSG00000139865	14	38065052	38510647	1039	67	305495	0.97181	0.16557	TTC6
ENSG00000139874	14	38677204	38682272	6	2	305495	-0.21111	0.5836	SSTR1
ENSG00000176435	14	38723308	38725574	1	1	305495	-0.64924	0.74191	CLEC14A
ENSG00000100934	14	39501123	39578850	202	22	305495	-1.4582	0.9276	SEC23A
ENSG00000092208	14	39583427	39606177	79	14	305495	-0.71271	0.76199	GEMIN2
ENSG00000182400	14	39617015	39639736	78	14	305495	-1.1935	0.88367	TRAPPC6B
ENSG00000100941	14	39644387	39652422	21	6	305495	-0.46183	0.6779	PNN
ENSG00000150526	14	39699435	39722859	66	10	305495	-0.019406	0.50774	MIA2
ENSG00000258941	14	39703106	39820397	311	22	305495	-0.66784	0.74788	RP11-407N17.3
ENSG00000150527	14	39734488	39856156	345	23	305495	-0.52484	0.70015	CTAGE5
ENSG00000165355	14	39866873	39901704	96	10	305495	-1.1988	0.88469	FBXO33
ENSG00000165379	14	42076773	42373752	1063	38	305495	2.0389	0.020728	LRFN5
ENSG00000189139	14	44973545	44976482	9	3	305495	0.65655	0.25574	FSCB
ENSG00000179476	14	45366498	45376460	22	3	305495	0.66836	0.25195	C14orf28
ENSG00000179454	14	45393522	45511525	245	11	305495	0.51875	0.30197	KLHL28
ENSG00000198718	14	45431411	45543634	217	11	305495	0.54065	0.29438	FAM179B
ENSG00000185246	14	45553302	45585485	51	4	305495	0.50168	0.30795	PRPF39
ENSG00000100442	14	45584803	45604522	21	4	305495	0.35654	0.36072	FKBP3
ENSG00000187790	14	45605143	45670093	119	11	305495	0.20082	0.42042	FANCM
ENSG00000129534	14	45672393	45722743	90	9	305495	0.53538	0.29619	MIS18BP1
ENSG00000165496	14	47120222	47121028	1	1	305495	-0.4997	0.69136	RPL10L
ENSG00000139915	14	47308826	48144157	2677	101	305495	0.086147	0.46567	MDGA2
ENSG00000272781	14	47311134	48143999	2672	101	305495	0.087462	0.46515	MDGA2
ENSG00000213741	14	50043390	50065408	49	6	305495	0.26681	0.39481	RPS29
ENSG00000253459	14	50064193	50065882	6	3	305495	-0.032751	0.51306	AL139099.1
ENSG00000165501	14	50065415	50081390	60	6	305495	0.3137	0.37688	LRR1
ENSG00000165502	14	50085237	50087403	8	2	305495	0.3523	0.36231	RPL36AL
ENSG00000168282	14	50087489	50090198	2	1	305495	0.12936	0.44854	MGAT2
ENSG00000165506	14	50091892	50101948	33	4	305495	-0.47236	0.68166	DNAAF2
ENSG00000100479	14	50110273	50155140	102	5	305495	0.90845	0.18182	POLE2
ENSG00000197776	14	50159823	50219870	61	9	305495	1.4285	0.076573	KLHDC1
ENSG00000165516	14	50234326	50249909	20	4	305495	-0.099444	0.53961	KLHDC2
ENSG00000165525	14	50249997	50319921	59	10	305495	-0.031706	0.51265	NEMF
ENSG00000197502	14	50300810	50311552	11	3	305495	0.61595	0.26896	AL627171.1
ENSG00000165527	14	50359810	50361490	2	1	305495	0.34622	0.36459	ARF6
ENSG00000214900	14	50448430	50474238	85	14	305495	-0.98718	0.83822	C14orf182
ENSG00000168260	14	50550369	50559361	22	6	305495	-1.0329	0.84917	C14orf183
ENSG00000100483	14	50575350	50583318	35	6	305495	-0.73871	0.76996	VCPKMT
ENSG00000100485	14	50583847	50698276	388	28	305495	-0.2348	0.59282	SOS2
ENSG00000087299	14	50704281	50779266	181	13	305495	0.33455	0.36898	L2HGDH
ENSG00000125375	14	50779044	50802276	74	4	305495	0.90505	0.18272	ATP5S
ENSG00000100490	14	50796310	50883179	233	27	305495	0.83166	0.2028	CDKL1
ENSG00000012983	14	50885219	51027844	259	26	305495	-0.32283	0.62659	MAP4K5
ENSG00000198513	14	50999227	51099786	205	19	305495	0.47396	0.31776	ATL1
ENSG00000151748	14	51098776	51135049	103	11	305495	0.35321	0.36197	SAV1
ENSG00000100503	14	51186481	51297839	270	40	305495	0.84773	0.19829	NIN
ENSG00000100504	14	51324609	51411454	282	30	305495	1.4465	0.074018	PYGL
ENSG00000131969	14	51338878	51371688	73	11	305495	1.5231	0.063864	ABHD12B
ENSG00000100505	14	51441980	51562779	494	55	305495	-0.065707	0.52619	TRIM9
ENSG00000139921	14	51706880	51722759	42	8	305495	2.2868	0.011104	TMX1
ENSG00000139926	14	51955818	52197445	825	97	305495	0.19045	0.42448	FRMD6
ENSG00000186469	14	52292913	52446060	636	65	305495	0.49116	0.31166	GNG2
ENSG00000258928	14	52382863	52385289	5	2	305495	-1.9722	0.9757	RP11-463J10.2
ENSG00000267802	14	52436014	52436247	1	1	305495	-1.4929	0.93226	AL358333.1
ENSG00000087302	14	52456193	52471420	50	11	305495	-1.4332	0.92409	C14orf166
ENSG00000087303	14	52471521	52535712	349	31	305495	-0.48271	0.68535	NID2
ENSG00000168229	14	52734431	52743442	41	9	305495	-0.10753	0.54282	PTGDR
ENSG00000125384	14	52781023	52795324	45	6	305495	0.95362	0.17014	PTGER2
ENSG00000087301	14	52897308	53019240	340	23	305495	-1.5844	0.94345	TXNDC16
ENSG00000180998	14	53019866	53104431	212	24	305495	-0.88241	0.81122	GPR137C
ENSG00000197930	14	53106634	53162618	133	14	305495	-0.93783	0.82583	ERO1L
ENSG00000100519	14	53173890	53195305	29	6	305495	-0.7416	0.77084	PSMC6
ENSG00000198252	14	53196898	53241716	89	10	305495	-1.0005	0.84147	STYX
ENSG00000100522	14	53241912	53258386	17	3	305495	-0.50948	0.69479	GNPNAT1
ENSG00000073712	14	53323986	53419153	214	19	305495	-0.86585	0.80671	FERMT2
ENSG00000100523	14	53510686	53620000	208	14	305495	0.037498	0.48504	DDHD1
ENSG00000125378	14	54416454	54425479	24	7	305495	0.11803	0.45302	BMP4
ENSG00000100526	14	54863567	54886936	37	6	305495	2.5571	0.005277	CDKN3
ENSG00000100528	14	54893654	54908149	30	5	305495	0.51907	0.30186	CNIH1
ENSG00000197045	14	54941202	54955914	17	4	305495	0.42468	0.33553	GMFB
ENSG00000100532	14	54976530	55005567	34	6	305495	-1.1213	0.86893	CGRRF1
ENSG00000020577	14	55033815	55260033	564	98	305495	-0.2705	0.60661	SAMD4A
ENSG00000131979	14	55308726	55369570	206	17	305495	-0.32242	0.62643	GCH1
ENSG00000198554	14	55405668	55493823	199	13	305495	-0.31427	0.62334	WDHD1
ENSG00000180008	14	55493948	55516206	42	5	305495	0.94872	0.17138	SOCS4
ENSG00000168175	14	55518349	55536910	31	7	305495	0.85601	0.19599	MAPK1IP1L
ENSG00000131981	14	55590828	55612126	65	8	305495	0.098889	0.46061	LGALS3
ENSG00000126787	14	55614830	55658396	136	14	305495	-0.11621	0.54626	DLGAP5
ENSG00000178974	14	55738021	55828636	283	14	305495	0.15644	0.43784	FBXO34
ENSG00000126775	14	55833110	55878576	160	12	305495	0.13276	0.44719	ATG14
ENSG00000182521	14	55880259	55923444	220	13	305495	-0.1887	0.57484	TBPL2
ENSG00000126777	14	56025790	56168244	451	13	305495	0.27725	0.3908	KTN1
ENSG00000139946	14	56584532	56768244	629	17	305495	-1.4771	0.93017	PELI2
ENSG00000070269	14	56955072	57117324	575	55	305495	-1.6308	0.94854	TMEM260
ENSG00000259133	14	57115683	57197253	287	34	305495	-1.6017	0.94539	RP11-1085N6.3
ENSG00000165588	14	57267425	57277197	6	2	305495	2.1335	0.01644	OTX2
ENSG00000070367	14	57670518	57735726	126	8	305495	0.35862	0.35994	EXOC5
ENSG00000212928	14	57671888	57673291	7	2	305495	-0.0047399	0.50189	AL391152.1
ENSG00000053770	14	57735627	57756797	24	4	305495	0.18761	0.42559	AP5M1
ENSG00000139977	14	57857262	57882635	25	3	305495	-0.36959	0.64416	NAA30
ENSG00000100557	14	57936019	57960585	36	6	305495	-1.387	0.91728	C14orf105
ENSG00000151812	14	58030640	58448912	1859	107	305495	-0.97585	0.83543	SLC35F4
ENSG00000139971	14	58466453	58764857	736	61	305495	-0.70728	0.7603	C14orf37
ENSG00000131966	14	58666798	58701750	72	11	305495	-2.0579	0.9802	ACTR10
ENSG00000100567	14	58711549	58738730	58	10	305495	0.079774	0.46821	PSMA3
ENSG00000268466	14	58754751	58755865	2	1	305495	-1.1744	0.87989	AL132989.1
ENSG00000032219	14	58765103	58840605	109	13	305495	-1.9354	0.97353	ARID4A
ENSG00000196860	14	58862634	58875419	9	5	305495	0.22636	0.41046	TOMM20L
ENSG00000100575	14	58875212	58894332	17	3	305495	0.95836	0.16894	TIMM9
ENSG00000100578	14	58894103	59015216	139	31	305495	-0.015546	0.5062	KIAA0586
ENSG00000165617	14	59100685	59115039	35	8	305495	0.64752	0.25865	DACT1
ENSG00000100592	14	59655364	59838123	612	33	305495	-2.0405	0.97935	DAAM1
ENSG00000181619	14	59895740	59932060	137	13	305495	0.50083	0.30825	GPR135
ENSG00000126790	14	59927081	59951148	87	11	305495	0.68636	0.24624	L3HYPDH
ENSG00000050130	14	59951161	59972128	88	8	305495	0.87315	0.19129	JKAMP
ENSG00000151838	14	59971257	60043549	299	17	305495	0.85815	0.19541	CCDC175
ENSG00000139970	14	60062694	60337684	577	27	305495	-0.87555	0.80936	RTN1
ENSG00000131951	14	60386431	60530277	303	15	305495	-1.2508	0.89449	LRRC9
ENSG00000126773	14	60558629	60635851	227	7	305495	-1.3626	0.91349	PCNXL4
ENSG00000100612	14	60610838	60636574	81	3	305495	-1.2207	0.88891	DHRS7
ENSG00000100614	14	60712470	60765805	105	8	305495	0.868	0.1927	PPM1A
ENSG00000179008	14	60863187	60982261	284	15	305495	-0.60152	0.72625	C14orf39
ENSG00000184302	14	60975669	60979568	6	2	305495	-0.89331	0.81415	SIX6
ENSG00000126778	14	61110133	61124977	18	4	305495	-0.57409	0.71705	SIX1
ENSG00000100625	14	61176246	61191066	20	5	305495	-2.5161	0.99407	SIX4
ENSG00000020426	14	61201460	61436671	397	27	305495	-1.1111	0.86674	MNAT1
ENSG00000126814	14	61438169	61448076	12	4	305495	0.013848	0.49448	TRMT5
ENSG00000139974	14	61447832	61550451	173	17	305495	-0.28558	0.6124	SLC38A6
ENSG00000027075	14	61654277	62017694	1076	93	305495	-0.92023	0.82127	PRKCH
ENSG00000182107	14	61744088	61748558	11	5	305495	-2.0243	0.97853	TMEM30B
ENSG00000258989	14	61995846	62124682	325	52	305495	0.87264	0.19143	RP11-47I22.4
ENSG00000232774	14	62037258	62125414	221	30	305495	1.3161	0.094068	RP11-47I22.3
ENSG00000100644	14	62162231	62214976	101	11	305495	0.41806	0.33795	HIF1A
ENSG00000023608	14	62229075	62263146	137	9	305495	2.5244	0.0057952	SNAPC1
ENSG00000139973	14	62453803	62568431	520	56	305495	0.61426	0.26952	SYT16
ENSG00000140015	14	63173287	63568755	1150	74	305495	1.3662	0.085937	KCNH5
ENSG00000126785	14	63670832	63759937	240	21	305495	2.1166	0.017148	RHOJ
ENSG00000154001	14	63838075	64010092	494	34	305495	-1.3762	0.91561	PPP2R5E
ENSG00000140006	14	64063757	64108579	113	7	305495	2.0963	0.018027	WDR89
ENSG00000126821	14	64150932	64194757	66	4	305495	0.63964	0.2612	SGPP1
ENSG00000054654	14	64319683	64693165	1007	57	305495	0.081782	0.46741	SYNE2
ENSG00000140009	14	64550950	64804830	672	49	305495	-1.5849	0.9435	ESR2
ENSG00000100714	14	64854749	64926722	215	26	305495	-0.59968	0.72564	MTHFD1
ENSG00000089775	14	64915824	64971931	145	10	305495	-0.93412	0.82488	ZBTB25
ENSG00000179841	14	64932217	64941221	12	4	305495	-0.42981	0.66633	AKAP5
ENSG00000126804	14	64970430	65000408	100	9	305495	-1.0331	0.84923	ZBTB1
ENSG00000126803	14	65002623	65009955	24	6	305495	-0.11803	0.54698	HSPA2
ENSG00000165807	14	65016620	65056098	115	15	305495	-0.42668	0.66519	PPP1R36
ENSG00000126822	14	65170820	65213610	95	11	305495	0.46221	0.32197	PLEKHG3
ENSG00000070182	14	65213002	65346601	520	40	305495	-1.7989	0.96399	SPTB
ENSG00000258289	14	65381079	65411309	127	11	305495	0.5455	0.2927	CHURC1
ENSG00000125954	14	65381203	65528521	403	45	305495	0.0011736	0.49953	CHURC1-FNTB
ENSG00000257365	14	65381203	65529368	405	45	305495	-0.0038919	0.50155	FNTB
ENSG00000176153	14	65405870	65409531	10	2	305495	0.63619	0.26233	GPX2
ENSG00000139998	14	65412532	65439494	67	14	305495	0.09313	0.4629	RAB15
ENSG00000125952	14	65472892	65569413	243	26	305495	0.71348	0.23778	MAX
ENSG00000033170	14	65877310	66210839	887	39	305495	0.23888	0.4056	FUT8
ENSG00000258847	14	66424015	66471241	132	23	305495	-0.7432	0.77132	CTD-2014B16.3
ENSG00000171723	14	66974125	67648520	2462	24	305495	1.6931	0.045215	GPHN
ENSG00000172717	14	67656110	67695267	126	15	305495	1.0738	0.14146	FAM71D
ENSG00000072415	14	67707826	67802536	388	18	305495	0.7785	0.21814	MPP5
ENSG00000100554	14	67761088	67826982	280	14	305495	0.58895	0.27795	ATP6V1D
ENSG00000134001	14	67826714	67853233	86	12	305495	0.55219	0.29041	EIF2S1
ENSG00000100558	14	67853700	67878917	87	13	305495	0.73494	0.23119	PLEK2
ENSG00000198133	14	67913801	68000456	310	46	305495	0.55742	0.28862	TMEM229B
ENSG00000054690	14	68000018	68056329	172	30	305495	0.5711	0.28397	PLEKHH1
ENSG00000100564	14	68048672	68067004	67	11	305495	-0.24407	0.59641	PIGH
ENSG00000081181	14	68086515	68118437	83	10	305495	0.41363	0.33957	ARG2
ENSG00000100568	14	68113792	68141548	71	10	305495	-0.57197	0.71633	VTI1B
ENSG00000258466	14	68126537	68157084	72	11	305495	-0.32525	0.6275	RP11-1012A1.4
ENSG00000072042	14	68143518	68162531	34	8	305495	-0.14753	0.55865	RDH11
ENSG00000139988	14	68168603	68201169	109	12	305495	0.0036244	0.49855	RDH12
ENSG00000072121	14	68194091	68283307	199	22	305495	0.034674	0.48617	ZFYVE26
ENSG00000182185	14	68286496	69196935	2275	127	305495	0.97126	0.16571	RAD51B
ENSG00000185650	14	69254377	69263190	22	6	305495	0.30995	0.3783	ZFP36L1
ENSG00000072110	14	69340860	69446157	400	51	305495	0.066917	0.47332	ACTN1
ENSG00000139990	14	69517598	69619867	191	20	305495	0.9136	0.18046	DCAF5
ENSG00000081177	14	69658228	69709075	104	10	305495	1.8846	0.029744	EXD2
ENSG00000100626	14	69725994	69821183	318	46	305495	-0.54123	0.70582	GALNT16
ENSG00000100632	14	69846848	69865344	52	11	305495	-0.40032	0.65554	ERH
ENSG00000029364	14	69864732	69929105	146	15	305495	-0.41593	0.66127	SLC39A9
ENSG00000175985	14	69951409	69995215	119	19	305495	-0.6995	0.75788	PLEKHD1
ENSG00000255994	14	70037483	70038032	1	1	305495	-0.46122	0.67768	CCDC177
ENSG00000267909	14	70038216	70040339	6	2	305495	-0.070559	0.52813	CCDC177
ENSG00000100647	14	70078313	70181859	178	23	305495	-1.7041	0.95582	KIAA0247
ENSG00000100650	14	70193617	70238722	97	11	305495	-1.7925	0.96348	SRSF5
ENSG00000100652	14	70242134	70264006	49	5	305495	-1.5015	0.93339	SLC10A1
ENSG00000198732	14	70320848	70499083	629	75	305495	2.4109	0.0079564	SMOC1
ENSG00000100678	14	70510934	70655787	599	44	305495	2.2331	0.012772	SLC8A3
ENSG00000133983	14	70791798	70826448	129	15	305495	0.49319	0.31094	COX16
ENSG00000213463	14	70838148	70883778	199	17	305495	0.97177	0.16558	SYNJ2BP
ENSG00000139985	14	70918874	70926622	47	10	305495	1.3402	0.090084	ADAM21
ENSG00000134007	14	70989075	71001732	34	6	305495	1.0056	0.15731	ADAM20
ENSG00000133997	14	71047974	71067384	78	10	305495	0.090183	0.46407	MED6
ENSG00000133985	14	71108504	71142077	86	19	305495	0.93765	0.17421	TTC9
ENSG00000006432	14	71189243	71276251	346	32	305495	-1.0313	0.84881	MAP3K9
ENSG00000100731	14	71374122	71582099	589	24	305495	-0.79107	0.78555	PCNX
ENSG00000197555	14	71787166	72207946	626	31	305495	0.10207	0.45935	SIPA1L1
ENSG00000182732	14	72399156	73030654	2468	146	305495	0.80235	0.21118	RGS6
ENSG00000257040	14	72456191	72458326	11	3	305495	-0.31111	0.62214	AC005477.1
ENSG00000205683	14	73086004	73360809	830	82	305495	0.68731	0.24594	DPF3
ENSG00000119599	14	73393040	73426411	144	19	305495	1.7853	0.037109	DCAF4
ENSG00000165861	14	73436159	73493920	268	22	305495	1.1824	0.11852	ZFYVE1
ENSG00000119707	14	73525144	73588122	133	21	305495	1.276	0.10098	RBM25
ENSG00000080815	14	73603126	73690399	192	19	305495	1.8091	0.035215	PSEN1
ENSG00000100767	14	73704205	73741348	100	20	305495	0.76932	0.22085	PAPLN
ENSG00000133961	14	73741815	73930348	494	35	305495	-0.84465	0.80085	NUMB
ENSG00000187105	14	73945189	74025651	109	20	305495	0.090154	0.46408	HEATR4
ENSG00000119673	14	74034324	74042357	12	3	305495	-0.53198	0.70263	ACOT2
ENSG00000177465	14	74058410	74063200	16	5	305495	-1.1398	0.87282	ACOT4
ENSG00000205669	14	74077649	74086592	26	7	305495	-0.30546	0.61999	ACOT6
ENSG00000119661	14	74111578	74170435	173	16	305495	1.1975	0.11555	DNAL1
ENSG00000176903	14	74178494	74181128	4	2	305495	1.1568	0.12367	PNMA1
ENSG00000156030	14	74181825	74256988	202	31	305495	0.77127	0.22027	ELMSAN1
ENSG00000140043	14	74318547	74353530	159	10	305495	-0.19	0.57535	PTGR2
ENSG00000258653	14	74318674	74398981	341	18	305495	-0.017622	0.50703	RP5-1021I20.4
ENSG00000119725	14	74353320	74399214	187	14	305495	0.12467	0.45039	ZNF410
ENSG00000156050	14	74398204	74417117	75	8	305495	-0.27685	0.60905	FAM161B
ENSG00000119723	14	74416629	74430373	56	10	305495	-0.078756	0.53139	COQ6
ENSG00000187097	14	74424713	74486102	261	22	305495	0.019641	0.49216	ENTPD5
ENSG00000119636	14	74486056	74549566	226	17	305495	-0.19584	0.57763	CCDC176
ENSG00000119711	14	74523553	74551196	96	9	305495	-0.13179	0.55242	ALDH6A1
ENSG00000205659	14	74551499	74667936	422	20	305495	-0.35404	0.63834	LIN52
ENSG00000119614	14	74706175	74729441	81	9	305495	-1.8384	0.967	VSX2
ENSG00000119688	14	74752126	74769759	27	5	305495	-2.7032	0.99657	ABCD4
ENSG00000133980	14	74769772	74826711	128	22	305495	-0.47441	0.68239	VRTN
ENSG00000183379	14	74872596	74892805	56	9	305495	1.7381	0.041099	SYNDIG1L
ENSG00000119655	14	74942895	74960880	53	6	305495	1.5497	0.06061	NPC2
ENSG00000165898	14	74960423	74963809	9	2	305495	1.2214	0.11097	ISCA2
ENSG00000119681	14	74964873	75079306	272	33	305495	1.1244	0.13042	LTBP2
ENSG00000119682	14	75120140	75179818	67	5	305495	-1.1996	0.88484	AREL1
ENSG00000214670	14	75158879	75179800	31	3	305495	-0.90051	0.81608	AC007956.1
ENSG00000119616	14	75179847	75203394	31	6	305495	0.096025	0.46175	FCF1
ENSG00000119596	14	75230069	75322244	178	13	305495	-0.1204	0.54792	YLPM1
ENSG00000119608	14	75319736	75330537	27	6	305495	-0.85615	0.80404	PROX2
ENSG00000119689	14	75348594	75370448	59	8	305495	-0.72369	0.76537	DLST
ENSG00000198208	14	75370657	75390099	55	9	305495	-1.2578	0.89576	RPS6KL1
ENSG00000119630	14	75408537	75422487	20	6	305495	0.080358	0.46798	PGF
ENSG00000119718	14	75469614	75476292	10	2	305495	0.10782	0.45707	EIF2B2
ENSG00000119684	14	75480467	75518235	69	6	305495	-0.63561	0.73748	MLH3
ENSG00000119640	14	75519924	75536186	31	5	305495	-0.34618	0.6354	ACYP1
ENSG00000119703	14	75530873	75545126	28	4	305495	-0.43901	0.66967	ZC2HC1C
ENSG00000119638	14	75548822	75594047	80	6	305495	-0.74347	0.7714	NEK9
ENSG00000170348	14	75598173	75643334	101	9	305495	-1.8555	0.96824	TMED10
ENSG00000258740	14	75705319	75735986	61	12	305495	1.394	0.081662	RP11-293M10.1
ENSG00000170345	14	75745477	75748933	1	1	305495	0.84089	0.2002	FOS
ENSG00000140044	14	75894419	75940814	142	23	305495	-1.5619	0.94084	JDP2
ENSG00000156127	14	75988768	76013358	61	9	305495	-0.92973	0.82374	BATF
